,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
558,"Lebanon, MO",560,229250.0,229900.0,225000.0,222438.5,227000.0,219900.0,225000.0,221900.0,224900.0,219450.0,219900.0,219000.0,217000.0,215000.0,214000.0,212000.0,199900.0,199900.0,199900.0,199900.0,199900.0,210000.0,199900.0,198000.0,199900.0,203950.0,208000.0,215000.0,214900.0,207000.0,200000.0,204500.0,199900.0,209000.0,198950.0,199250.0,200000.0,199900.0,199900.0,198700.0,199500.0,199950.0,219950.0,217450.0,219950.0,229900.0,224950.0,227999.5,221700.0,214950.0,215900.0,215000.0,215000.0,218950.0,218950.0,226400.0,222000.0,229900.0,229900.0,229500.0,225000.0,219900.0,221200.0,221200.0,222000.0,228900.0,225000.0,225000.0,228900.0,225000.0,229900.0,229900.0,229900.0,229950.0,234900.0,234838.5,239000.0,249900.0,257400.0,252400.0,252400.0,252400.0,249900.0,249900.0,249900.0,249900.0,259000.0,249900.0,249900.0,254900.0,262400.0,264000.0,264900.0,269500.0,269500.0,275950.0,275449.5,269900.0,279900.0,269000.0,265000.0,269000.0,264900.0,259900.0,263450.0,264900.0,264900.0,266950.0,265000.0,262450.0,272250.0,289000.0,289000.0,289000.0,289000.0,289900.0,290450.0,299000.0,299950.0,309069.0
559,"Brookhaven, MS",561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249987.0,245900.0,249993.5,249987.0,249993.5,249987.0,250000.0,249987.0,248000.0,261000.0,262500.0,266500.0,275000.0,285000.0,311500.0,287450.0,307500.0,300000.0,311450.0,299999.0,315000.0,307000.0,314100.0,307000.0,299500.0,299000.0,285000.0,289000.0,284314.0
560,"Taylorville, IL",562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154900.0,149900.0,149900.0,149450.0,149900.0,153200.0,145000.0,144900.0,136400.0,143900.0,139000.0,139300.0,138900.0,140700.0,148500.0,149900.0,149900.0,149900.0,154700.0,156700.0,147500.0,160000.0,162500.0,160200.0,147500.0,148000.0,149900.0,149000.0,146450.0,146450.0,143900.0,149999.0,159900.0,164400.0,159900.0,161900.0,146900.0,142450.0,139900.0,149500.0,145000.0,155000.0,154950.0,165000.0,169900.0,179900.0,175900.0,179900.0,175000.0,175900.0,174900.0,169900.0,165400.0,165900.0,173500.0,174950.0,169900.0,165000.0,161250.0,154900.0,152750.0,160000.0,168450.0,160900.0,172450.0,179900.0,176950.0,176900.0,189900.0,184900.0,184900.0,192500.0,193700.0,194900.0
561,"Effingham, IL",563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236950.0,247450.0,259900.0,259250.0,257625.0,249900.0,257875.0,259000.0,259000.0,256500.0,257750.0,254500.0,252200.0,260350.0,260250.0,264900.0,264450.0,255000.0,261500.0,254950.0,249900.0,245000.0,239900.0,247450.0,249900.0,249950.0,259900.0,247000.0,249900.0,242400.0,239000.0,239450.0,239900.0,236900.0,241900.0,239900.0,239900.0,239850.0,239900.0,252400.0,229450.0,248000.0,249900.0,249900.0,248000.0,249000.0,249900.0,244900.0,244900.0,249950.0,249900.0,250000.0,249950.0,252250.0,259900.0,259900.0,252500.0,255000.0,249000.0,249500.0,275750.0,279000.0,282400.0,279900.0,279900.0,278200.0,284400.0,272450.0,269900.0,269000.0,278967.0
562,"Angola, IN",564,337950.0,334900.0,333650.0,332400.0,329650.0,329200.0,345400.0,349900.0,349900.0,349400.0,349900.0,345000.0,349000.0,349650.0,349900.0,349400.0,346900.0,339900.0,339000.0,329200.0,329400.0,327000.0,332500.0,315450.0,299949.5,309650.0,324900.0,329000.0,339900.0,335000.0,324900.0,319900.0,324950.0,328900.0,339900.0,339900.0,344850.0,329900.0,329900.0,329900.0,299900.0,319900.0,336950.0,309950.0,299900.0,299900.0,310000.0,327000.0,322200.0,334900.0,339450.0,349900.0,329920.0,329920.0,329450.0,358500.0,349900.0,364500.0,366950.0,342450.0,364900.0,372200.0,364950.0,360000.0,357500.0,349650.0,355000.0,357200.0,349900.0,357200.0,349900.0,339900.0,339900.0,359400.0,359400.0,359900.0,359400.0,367450.0,369000.0,369000.0,375000.0,359900.0,380000.0,389200.0,375000.0,349900.0,349900.0,361900.0,361900.0,374950.0,369900.0,369900.0,399000.0,389950.0,404900.0,379900.0,379400.0,387450.0,379900.0,399900.0,399000.0,396950.0,398900.0,399700.0,409000.0,419950.0,399900.0,432449.5,399900.0,396950.0,399900.0,399900.0,397450.0,399900.0,399000.0,413496.0,389900.0,419450.0,425500.0,425500.0
563,"Brenham, TX",565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462500.0,517779.0,471300.0,450000.0,427250.0,425000.0,418129.0,429000.0,465000.0,449250.0,449750.0,430000.0,400000.0,425000.0,425000.0,435000.0,428041.0,435000.0,450000.0,470000.0,479999.0,476648.0,475000.0,485000.0,495000.0,499000.0,478500.0,465000.0,450000.0,461800.0,465000.0,475000.0,499000.0,499499.5,500000.0,479000.0,482250.0,485000.0,497250.0,499450.0,499925.0,506925.0,496750.0,499450.0,513850.0,496207.0
564,"Jackson, OH",566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218700.0,204900.0,194450.0,193900.0,189999.0,199950.0,194900.0,189000.0,199900.0,204900.0,199900.0,199900.0,207450.0,199000.0,199000.0,207450.0,217500.0,209500.0,204700.0,204700.0,199700.0,199900.0,199700.0,189900.0,188850.0,189950.0,189900.0,215000.0
565,"Frankfort, IN",567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198500.0,199200.0,198500.0,198500.0,189900.0,195000.0,193250.0,199900.0,210000.0,224999.0,225000.0,216500.0,189950.0,188950.0,199900.0,199900.0,199500.0,199700.0,199000.0,219950.0,212450.0,212450.0
566,"Brevard, NC",568,498500.0,489000.0,450000.0,450000.0,489000.0,489000.0,489000.0,499000.0,499000.0,484500.0,475000.0,450000.0,469250.0,474250.0,462450.0,450000.0,450000.0,450000.0,449000.0,447000.0,449000.0,440000.0,424500.0,439000.0,439000.0,449000.0,439000.0,449000.0,449450.0,445000.0,425000.0,429000.0,436500.0,439900.0,449000.0,449000.0,449000.0,449000.0,449500.0,449900.0,439000.0,425000.0,428000.0,425000.0,425000.0,424900.0,425000.0,425000.0,429000.0,429950.0,439000.0,429000.0,449000.0,440000.0,439000.0,439000.0,439000.0,429000.0,429000.0,439000.0,429000.0,439000.0,425000.0,425000.0,410000.0,407000.0,410000.0,415000.0,414700.0,407500.0,422000.0,437000.0,429000.0,449000.0,439000.0,449000.0,449000.0,449000.0,449000.0,449000.0,450000.0,450000.0,450000.0,459000.0,438800.0,438800.0,444900.0,449000.0,449000.0,450000.0,450000.0,475000.0,475000.0,495000.0,493750.0,499000.0,491200.0,499000.0,488750.0,449000.0,465000.0,475000.0,474900.0,469900.0,475000.0,475000.0,475000.0,479000.0,489999.0,489499.5,495000.0,495000.0,499500.0,499700.0,496500.0,499500.0,495000.0,499000.0,525000.0,538738.0
567,"Troy, AL",569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226200.0,225900.0,229900.0,233250.0,245000.0,249900.0,229900.0,228500.0,229000.0,225500.0,242450.0,239700.0,239500.0,239450.0,229900.0,243900.0,242450.0,229900.0,233150.0,239900.0,228000.0,228000.0,219900.0,219900.0,229000.0,219900.0,216500.0,216200.0,219850.0,219850.0,222450.0,219800.0,229000.0,221650.0,229000.0,229450.0,231950.0,237000.0,230950.0,239500.0,250000.0,239900.0,251600.0,250697.0
568,"Cambridge, MD",570,329000.0,339000.0,327000.0,325000.0,329000.0,327000.0,349900.0,350950.0,350000.0,350000.0,357000.0,347000.0,347000.0,325000.0,319900.0,299950.0,319900.0,329450.0,347000.0,349000.0,350000.0,339900.0,349000.0,339000.0,332400.0,327000.0,299900.0,289900.0,299000.0,299925.0,299970.0,299990.0,291000.0,299990.0,324950.0,299990.0,299990.0,325000.0,302500.0,332400.0,329900.0,329000.0,329000.0,325000.0,312500.0,325000.0,329000.0,325000.0,325000.0,304450.0,309000.0,325000.0,345000.0,329900.0,350000.0,347450.0,339900.0,352450.0,359000.0,349900.0,339955.0,339955.0,339900.0,329900.0,329900.0,334700.0,325000.0,338737.0,338737.0,338737.0,343700.0,349900.0,349900.0,349900.0,349900.0,349950.0,349900.0,349900.0,349200.0,350000.0,349900.0,345000.0,349900.0,349450.0,359450.0,349000.0,347000.0,354500.0,349950.0,339450.0,336000.0,339450.0,335000.0,325000.0,325000.0,339000.0,314500.0,319950.0,319900.0,334950.0,317450.0,325000.0,336000.0,324950.0,324900.0,324900.0,335000.0,340000.0,337000.0,340000.0,324000.0,317000.0,315000.0,320000.0,315000.0,314900.0,310000.0,299999.5,299900.0,304737.0
569,"Macomb, IL",571,,,,,,,,,,,,,,,,,,,,154900.0,159900.0,153900.0,149950.0,149900.0,153900.0,153900.0,154500.0,159500.0,159900.0,149900.0,149999.0,149900.0,149900.0,144000.0,145750.0,149900.0,159900.0,136950.0,136950.0,136950.0,129500.0,127500.0,129950.0,134900.0,143450.0,139900.0,159900.0,159900.0,162400.0,156000.0,169900.0,169900.0,159000.0,149250.0,145000.0,142250.0,148950.0,143450.0,144750.0,149500.0,149900.0,149700.0,158450.0,154900.0,154900.0,157500.0,158250.0,158200.0,155000.0,155900.0,159900.0,159900.0,164900.0,165000.0,169900.0,161200.0,162250.0,165450.0,162900.0,153000.0,154700.0,159900.0,159900.0,159900.0,159900.0,149900.0,152400.0,149900.0,153900.0,149900.0,148900.0,144900.0,149450.0,154900.0,154900.0,149900.0,154900.0,157900.0,165000.0,168000.0,161200.0,161200.0,159900.0,156400.0,149900.0,159700.0,157700.0,157900.0,158700.0,155000.0,156000.0,158400.0,157000.0,155000.0,155000.0,153500.0,153950.0,157500.0,150000.0,147059.0
570,"Paris, TN",572,189900.0,198500.0,198200.0,198500.0,196450.0,189700.0,197900.0,198500.0,199500.0,196750.0,199900.0,203000.0,211000.0,209000.0,199000.0,220000.0,205500.0,222500.0,212000.0,198500.0,196200.0,188000.0,179999.0,169250.0,168000.0,169000.0,165900.0,169500.0,174900.0,179999.0,179749.5,174900.0,173500.0,169500.0,173500.0,175450.0,177450.0,177700.0,179900.0,177900.0,169900.0,182000.0,179700.0,179500.0,179200.0,176500.0,176500.0,179400.0,172250.0,172250.0,175000.0,184500.0,184850.0,184700.0,187450.0,195100.0,197700.0,199500.0,195600.0,197700.0,193850.0,197700.0,189700.0,189900.0,187900.0,193850.0,197800.0,205000.0,214700.0,209770.0,215000.0,219500.0,198500.0,199500.0,226000.0,227750.0,225900.0,219000.0,215000.0,189900.0,195000.0,205000.0,205000.0,219000.0,217000.0,215000.0,215000.0,215000.0,210000.0,212450.0,210000.0,199747.0,219000.0,228500.0,224500.0,244900.0,240000.0,219700.0,219950.0,235700.0,237500.0,244900.0,239900.0,249900.0,239900.0,239900.0,243450.0,239900.0,242900.0,243900.0,245450.0,244450.0,262400.0,264900.0,275000.0,269990.0,269990.0,269990.0,266250.0,260874.0
571,"Brookings, SD",573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279900.0,279900.0,282500.0,299900.0,299949.5,299949.5,299900.0,299900.0,299900.0,314900.0,319900.0,319900.0,334900.0,334900.0,334900.0,319900.0,319900.0,342900.0,324900.0,349900.0,347000.0,379900.0,354900.0,345950.0,340785.0
572,"Miami, OK",574,,,193500.0,192000.0,189500.0,195000.0,189500.0,198750.0,198750.0,190500.0,194500.0,196750.0,193500.0,193500.0,192500.0,194500.0,192250.0,185000.0,179500.0,179900.0,186250.0,182450.0,179500.0,174999.0,179900.0,179900.0,179900.0,179500.0,189250.0,179500.0,179700.0,179500.0,178950.0,179000.0,177000.0,177000.0,173200.0,149900.0,152450.0,149500.0,149500.0,156750.0,149500.0,164500.0,157250.0,164500.0,171700.0,169500.0,174900.0,174900.0,177000.0,169700.0,159000.0,174000.0,160000.0,170000.0,169950.0,159700.0,159500.0,152450.0,149950.0,152450.0,150000.0,156950.0,159900.0,159000.0,159900.0,154250.0,151950.0,159000.0,149000.0,140000.0,140000.0,139900.0,139900.0,147900.0,149500.0,159700.0,159700.0,159900.0,163700.0,150000.0,149900.0,157250.0,159900.0,161200.0,159900.0,155950.0,159700.0,156250.0,158500.0,159900.0,163500.0,163500.0,169900.0,167500.0,166700.0,158750.0,159900.0,159900.0,159450.0,159000.0,156400.0,159900.0,154950.0,159900.0,159950.0,164999.0,169000.0,174950.0,175000.0,179250.0,179900.0,189900.0,192000.0,190000.0,185900.0,192000.0,186500.0,189000.0
573,"Dayton, TN",575,189999.5,189900.0,192000.0,189900.0,184750.0,189995.0,195000.0,205000.0,206000.0,205000.0,199900.0,199950.0,199900.0,199900.0,199900.0,199000.0,197900.0,198950.0,188900.0,198800.0,199900.0,199900.0,199650.0,189900.0,192450.0,199500.0,189900.0,192200.0,199000.0,192200.0,198099.5,197600.0,185000.0,185000.0,185000.0,179900.0,169900.0,175250.0,192250.0,214950.0,219900.0,222450.0,218887.5,220000.0,225000.0,224500.0,217250.0,225000.0,209900.0,224750.0,215000.0,232450.0,229900.0,247000.0,249450.0,244000.0,238900.0,247000.0,239900.0,242900.0,239450.0,239900.0,242450.0,242450.0,224800.0,239900.0,239900.0,239900.0,239900.0,225000.0,249949.5,251250.0,250000.0,252500.0,250000.0,249999.5,240000.0,232450.0,225000.0,229900.0,232500.0,230000.0,224000.0,215450.0,219450.0,219450.0,225000.0,239900.0,239950.0,262400.0,254900.0,257400.0,264950.0,269900.0,279900.0,276450.0,269450.0,269000.0,264900.0,250000.0,249900.0,253499.5,258450.0,247000.0,247500.0,249000.0,259900.0,269700.0,272400.0,265450.0,264900.0,299500.0,296950.0,272900.0,279900.0,279900.0,281950.0,285000.0,288500.0,293440.0
574,"Juneau, AK",576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529200.0,529000.0,520900.0,499945.0,532450.0,539000.0,532250.0,521000.0,522000.0,489950.0,479900.0,489950.0,492250.0,510000.0,520000.0,529450.0,534900.0,531450.0,535000.0,535000.0,550000.0,535000.0
575,"Albert Lea, MN",577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900.0,172900.0,168900.0,168900.0,167000.0,172400.0,177450.0,174950.0,175000.0,169900.0,169900.0,177450.0,179900.0,194900.0,184900.0,184900.0,194900.0,194900.0,197400.0,207570.0,199900.0,199900.0,199900.0,199900.0,208900.0,219900.0,214450.0,199900.0,199450.0,206950.0,199900.0,209450.0,207400.0,214900.0,214999.0,228900.0,224900.0,224900.0,214900.0,207900.0,219900.0,222400.0,226950.0,224900.0,222900.0,224900.0,224900.0,204900.0,199900.0,199900.0,209900.0,224900.0,221950.0,233900.0,249900.0,229400.0,217200.0,239900.0,254900.0,261750.0,263500.0,242400.0,239900.0,229900.0,239900.0,239400.0,229900.0,229900.0,234900.0,234900.0,242735.0
576,"Lewisburg, TN",578,179900.0,167200.0,169000.0,169900.0,173000.0,169900.0,169900.0,169900.0,169900.0,169900.0,174950.0,174950.0,184900.0,179250.0,174950.0,175000.0,179707.5,182500.0,182500.0,185700.0,185000.0,169950.0,169900.0,179450.0,172450.0,169900.0,169216.5,169900.0,174900.0,167061.5,161450.0,164900.0,166250.0,175000.0,172453.5,169907.0,183900.0,177000.0,181900.0,185000.0,185000.0,181175.0,183175.0,175750.0,179900.0,174500.0,169743.0,173750.0,168500.0,167250.0,174950.0,174950.0,179150.0,183450.0,183450.0,183900.0,189900.0,187000.0,186900.0,189950.0,189700.0,199900.0,204450.0,192200.0,209950.0,180750.0,192200.0,199900.0,211250.0,213700.0,213750.0,207400.0,228700.0,219000.0,199000.0,224500.0,219500.0,224900.0,224900.0,224040.0,215000.0,223950.0,225000.0,225000.0,232000.0,227000.0,246900.0,249900.0,264900.0,247900.0,252400.0,252566.0,245900.0,249500.0,249500.0,249500.0,259900.0,259000.0,259900.0,264700.0,274556.0,274278.0,275556.0,279900.0,275000.0,275000.0,274950.0,278732.5,287743.0,285999.0,279900.0,279000.0,294900.0,287000.0,284900.0,279900.0,278750.0,299000.0,298950.0,310000.0
577,"Lincoln, IL",579,,,,,,,,,,,,,,158050.0,149900.0,149900.0,149900.0,161900.0,164900.0,163850.0,164400.0,159400.0,149350.0,153800.0,148800.0,156950.0,149900.0,145000.0,145000.0,143000.0,139000.0,139800.0,136900.0,133450.0,129900.0,129450.0,129900.0,129950.0,138000.0,139900.0,139900.0,142750.0,149900.0,159900.0,158000.0,159900.0,159900.0,144000.0,149700.0,147000.0,144000.0,149900.0,159950.0,159900.0,155000.0,152450.0,150000.0,145450.0,143450.0,149900.0,144950.0,139900.0,138750.0,139900.0,139900.0,139900.0,152400.0,152400.0,149900.0,149900.0,149900.0,149900.0,154900.0,159900.0,149900.0,155000.0,149000.0,149900.0,149000.0,144500.0,149900.0,149900.0,143450.0,144900.0,147900.0,149900.0,149900.0,149900.0,152500.0,149900.0,152400.0,148497.5,149900.0,141450.0,143000.0,143497.5,139900.0,145000.0,145000.0,142500.0,145000.0,149900.0,156000.0,160950.0,164900.0,164900.0,169000.0,169900.0,169450.0,166950.0,169900.0,159900.0,159900.0,159900.0,164900.0,163950.0,158500.0,158900.0,165000.0,165000.0
578,"Alpena, MI",580,159900.0,158950.0,159700.0,159900.0,159900.0,159900.0,162450.0,159900.0,159250.0,152000.0,149900.0,149900.0,149900.0,149900.0,146987.5,145000.0,145000.0,144900.0,139900.0,139900.0,139900.0,139450.0,138900.0,133000.0,134900.0,139900.0,143250.0,143950.0,142900.0,145000.0,140000.0,139900.0,140000.0,149900.0,149900.0,145000.0,145000.0,141450.0,140000.0,145900.0,149900.0,146900.0,149900.0,149900.0,149900.0,149900.0,149000.0,149900.0,149900.0,149900.0,152400.0,149900.0,154000.0,149900.0,149250.0,149900.0,149900.0,149900.0,150000.0,145000.0,141000.0,146000.0,147450.0,139900.0,139950.0,149950.0,159900.0,165000.0,169000.0,169950.0,174450.0,179900.0,179900.0,167000.0,159900.0,166450.0,166950.0,169000.0,169000.0,168250.0,159900.0,159900.0,156200.0,158250.0,159000.0,166900.0,169900.0,169900.0,175000.0,179900.0,169450.0,169900.0,174900.0,169900.0,167000.0,159450.0,159000.0,165000.0,169000.0,166500.0,180000.0,169900.0,175000.0,169900.0,169900.0,178000.0,178950.0,178000.0,185000.0,189500.0,189000.0,185000.0,189900.0,189500.0,189900.0,189700.0,189900.0,182450.0,189900.0,189900.0
579,"McPherson, KS",581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246450.0,219900.0,214950.0,206400.0,199900.0,202400.0,208200.0,208750.0,221900.0,227450.0,244250.0,239900.0,230950.0,229450.0,229900.0,225000.0,238500.0,239900.0,237400.0,234900.0,243200.0,247450.0,247450.0,247250.0,249900.0,250000.0,250000.0,259700.0,259900.0,259500.0,254750.0,249900.0,256500.0,259950.0,264400.0,258700.0,261900.0,259900.0,250000.0,249900.0,255000.0,252450.0,249900.0,252000.0,259900.0,261061.0
580,"Sheridan, WY",582,,,,,,,,,,,,,,368950.0,366500.0,368000.0,373750.0,377000.0,379000.0,391950.0,399000.0,394900.0,379000.0,372500.0,379000.0,385000.0,379000.0,395000.0,382000.0,369900.0,369900.0,365000.0,369000.0,374450.0,392000.0,395000.0,382450.0,382450.0,377500.0,368000.0,344500.0,339500.0,345000.0,329500.0,349000.0,349000.0,365000.0,395000.0,389000.0,357500.0,366250.0,369000.0,359900.0,364450.0,384450.0,387500.0,399000.0,420000.0,425000.0,407450.0,425000.0,407450.0,425000.0,409000.0,409500.0,429000.0,419000.0,412500.0,422000.0,425000.0,409000.0,429500.0,444250.0,446625.0,444250.0,420000.0,420000.0,394450.0,377000.0,385000.0,389900.0,417000.0,427500.0,445000.0,455000.0,457000.0,444900.0,402500.0,399900.0,399900.0,402400.0,428400.0,446875.0,468000.0,474950.0,490000.0,482450.0,487500.0,460000.0,430000.0,449000.0,448500.0,425000.0,449500.0,441000.0,460000.0,457450.0,514500.0,499000.0,524900.0,484900.0,479388.5,479388.5,479888.5,469750.0,455000.0,499500.0,525000.0,515000.0,527721.0
581,"Washington Court House, OH",583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900.0,199900.0,197400.0,189900.0,199000.0,200000.0,214700.0,199900.0,213250.0,199000.0,199900.0,199000.0,199900.0,198450.0,210490.0,215000.0,199900.0,199900.0,199900.0,196490.0,199900.0,196490.0,196490.0
582,"Merrill, WI",584,239450.0,229900.0,229900.0,231500.0,229900.0,229950.0,239000.0,229900.0,235000.0,229900.0,229900.0,229000.0,217000.0,199900.0,219000.0,224500.0,225000.0,225750.0,209900.0,205000.0,209000.0,219000.0,217250.0,219000.0,196500.0,198500.0,198000.0,189900.0,198000.0,189900.0,189900.0,179900.0,179900.0,179999.5,179900.0,179450.0,179900.0,179900.0,180000.0,180000.0,179900.0,180000.0,184900.0,184900.0,189900.0,189900.0,185000.0,187900.0,190000.0,199000.0,199000.0,199900.0,199900.0,199949.5,199949.5,199900.0,203500.0,209900.0,224900.0,222400.0,209300.0,215000.0,189900.0,207400.0,219900.0,220000.0,222000.0,214900.0,216950.0,219900.0,214900.0,224950.0,229900.0,229900.0,229900.0,235200.0,229450.0,229900.0,229900.0,229450.0,239900.0,237000.0,229900.0,229900.0,239950.0,225000.0,219900.0,229000.0,225000.0,249900.0,234900.0,234900.0,237000.0,224900.0,229900.0,237000.0,239900.0,239900.0,256950.0,249950.0,256950.0,245000.0,245000.0,239900.0,259875.0,259875.0,263750.0,277000.0,267000.0,279900.0,255000.0,265000.0,269000.0,269900.0,267000.0,265000.0,270900.0,272950.0,269450.0,271575.0
583,"Ludington, MI",585,219400.0,208000.0,199900.0,199700.0,198900.0,198700.0,199000.0,197500.0,198500.0,199400.0,199900.0,199900.0,198000.0,194000.0,194000.0,189900.0,189900.0,188000.0,189900.0,189000.0,189900.0,189900.0,189900.0,184950.0,189900.0,192400.0,189250.0,194900.0,194900.0,197950.0,194900.0,194900.0,194900.0,194900.0,194900.0,194500.0,194700.0,189900.0,194900.0,199900.0,199900.0,205450.0,205000.0,199937.5,209000.0,208900.0,209900.0,207900.0,204900.0,204900.0,199500.0,200000.0,224900.0,229900.0,224900.0,229000.0,234900.0,229900.0,235000.0,239900.0,245000.0,239900.0,239900.0,248000.0,245000.0,245900.0,248000.0,239900.0,239900.0,239500.0,238000.0,239000.0,233750.0,239000.0,240000.0,246750.0,244600.0,249900.0,259900.0,275000.0,269000.0,267450.0,287500.0,275000.0,272450.0,275000.0,289900.0,281950.0,284950.0,279900.0,282000.0,289900.0,289900.0,275000.0,275000.0,259900.0,256250.0,259900.0,269000.0,264950.0,279000.0,285000.0,287700.0,281900.0,279950.0,282950.0,285000.0,287000.0,297950.0,298000.0,299000.0,285000.0,271000.0,272000.0,279000.0,282450.0,299900.0,299900.0,299900.0,299900.0
584,"Hays, KS",586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266000.0,285000.0,270000.0,270000.0,275000.0,275000.0,294500.0,292200.0,296250.0,298950.0,299900.0,298000.0,288500.0,278000.0,273450.0,262000.0,262000.0,275200.0,270000.0,279000.0,274250.0,280000.0,275000.0,275000.0,275000.0,284900.0,289450.0,292450.0,287500.0,286250.0,289000.0,289000.0,289000.0,289000.0,289900.0,295000.0,299000.0,299000.0,299900.0,295000.0,289450.0,289900.0,295500.0,286950.0,299900.0,299000.0,299450.0,304000.0,305000.0,305000.0,305000.0,302500.0,295000.0,292450.0,295000.0,295000.0,298700.0,302450.0,301950.0,298900.0,299250.0,298950.0,290000.0,294500.0,304164.0
585,"Bainbridge, GA",587,,,,,,,,,,,,241950.0,229900.0,242400.0,227400.0,233900.0,224900.0,219450.0,212450.0,195350.0,209900.0,215000.0,226900.0,216450.0,207000.0,199900.0,198000.0,189900.0,193700.0,189900.0,189845.0,189900.0,189900.0,189900.0,189900.0,189900.0,199900.0,191950.0,191950.0,188250.0,187700.0,189000.0,182450.0,179900.0,179000.0,177000.0,174175.0,174950.0,176950.0,179900.0,179000.0,179450.0,179900.0,179000.0,174000.0,176100.0,179900.0,189000.0,181200.0,179900.0,168950.0,174950.0,169900.0,171400.0,174900.0,189000.0,189450.0,188250.0,189900.0,189000.0,189000.0,185000.0,193750.0,189250.0,198250.0,196750.0,212200.0,211950.0,209900.0,200000.0,199450.0,199900.0,200000.0,209900.0,199900.0,189250.0,185000.0,189250.0,189750.0,199900.0,205000.0,200000.0,204000.0,201950.0,210000.0,224450.0,205000.0,205000.0,199179.5,194900.0,194900.0,192400.0,221000.0,207500.0,214900.0,219950.0,236750.0,235000.0,225000.0,244900.0,226900.0,237500.0,249900.0,264950.0,254500.0,225000.0,225000.0,225000.0,227450.0,240621.0
586,"Wauchula, FL",588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292000.0,239900.0,242000.0,242000.0,224900.0,214900.0,212450.0,238000.0,239250.0,227500.0,226250.0,242700.0,251072.0
